Undefined offset: 1 : line:137 , date: 2019-12-31 06:59:05; filename: 4_5767208546638760101.csv; 
Undefined offset: 1 : line:151 , date: 2019-12-31 14:22:47; filename: malayer_20191216.csv; 

Undefined offset: 1 : line:151 , date: 2019-12-31 14:22:47; filename: maragheh_20191215.csv; 

Undefined offset: 1 : line:151 , date: 2019-12-31 14:22:47; filename: marand_20191215.csv; 

Undefined offset: 1 : line:151 , date: 2019-12-31 14:22:47; filename: marand_20191216.csv; 

Undefined offset: 1 : line:151 , date: 2019-12-31 14:22:48; filename: marivan_20191216.csv; 

Undefined offset: 1 : line:151 , date: 2019-12-31 14:22:48; filename: masal_20191215.csv; 

Undefined offset: 1 : line:151 , date: 2020-01-01 06:01:22; filename: mashhad_2019121.csv; 

Undefined offset: 1 : line:151 , date: 2020-01-01 06:11:19; filename: nowshahr_20191216.csv; 

Undefined offset: 1 : line:151 , date: 2020-01-01 06:11:19; filename: nowshahr_20191217.csv; 

Undefined offset: 1 : line:151 , date: 2020-01-01 06:11:19; filename: nur_20191216.csv; 

Undefined offset: 1 : line:151 , date: 2020-01-01 06:11:19; filename: nurabad_20191216.csv; 

Undefined offset: 1 : line:151 , date: 2020-01-01 06:11:19; filename: qaemshahr_20191214.csv; 

Undefined offset: 1 : line:151 , date: 2020-01-01 06:11:19; filename: qazvin_20191214.csv; 

Undefined offset: 1 : line:151 , date: 2020-01-01 06:11:19; filename: qeshm_20191214.csv; 

Undefined offset: 1 : line:151 , date: 2020-01-01 06:11:19; filename: qeydar_20191214.csv; 

Undefined offset: 1 : line:137 , date: 2020-01-01 06:11:29; filename: qom_2019128.csv; 

Undefined offset: 1 : line:137 , date: 2020-01-01 06:11:33; filename: qom_2019129.csv; 

Undefined offset: 1 : line:151 , date: 2020-01-01 06:11:33; filename: qorveh_20191214.csv; 

Undefined offset: 1 : line:151 , date: 2020-01-01 06:11:33; filename: rasht_2019128.csv; 

Undefined offset: 1 : line:151 , date: 2020-01-01 06:11:33; filename: shahrekord_20191213.csv; 

Undefined offset: 1 : line:151 , date: 2020-01-01 06:11:33; filename: shahrekord_20191214.csv; 

Undefined offset: 1 : line:151 , date: 2020-01-01 06:11:33; filename: abadeh_20191129.csv; 

Undefined offset: 1 : line:151 , date: 2020-01-01 06:11:53; filename: ahvaz_2019126.csv; 

Undefined offset: 1 : line:137 , date: 2020-01-01 06:12:10; filename: ahvaz_2019127.csv; 

Undefined offset: 1 : line:151 , date: 2020-01-01 06:12:10; filename: aliabad-katul_20191214.csv; 

Undefined offset: 1 : line:151 , date: 2020-01-01 06:12:10; filename: falavarjan_20191214.csv; 

Undefined offset: 1 : line:151 , date: 2020-01-01 06:12:10; filename: farrokhshahr_20191214.csv; 

Undefined offset: 1 : line:151 , date: 2020-01-01 06:12:10; filename: ferdows_20191214.csv; 

Undefined offset: 1 : line:151 , date: 2020-01-01 06:12:10; filename: fereydunkenar_20191214.csv; 

Undefined offset: 1 : line:151 , date: 2020-01-01 06:12:10; filename: fuman_20191214.csv; 

Undefined offset: 1 : line:151 , date: 2020-01-01 06:12:10; filename: garmsar_20191215.csv; 

Undefined offset: 1 : line:151 , date: 2020-01-01 06:12:10; filename: ghayen_20191214.csv; 

Undefined offset: 1 : line:151 , date: 2020-01-01 06:12:10; filename: golpayegan_20191215.csv; 

Undefined offset: 1 : line:151 , date: 2020-01-01 06:12:10; filename: gomishan_20191215.csv; 

Undefined offset: 1 : line:151 , date: 2020-01-01 06:12:10; filename: gonabad_20191215.csv; 

Undefined offset: 1 : line:151 , date: 2020-01-01 06:12:10; filename: gonbad-kavus_20191215.csv; 

Undefined offset: 1 : line:151 , date: 2020-01-01 06:12:10; filename: gorgan_20191215.csv; 

Undefined offset: 1 : line:137 , date: 2020-01-01 06:13:30; filename: isfahan_2019126.csv; 

Undefined offset: 1 : line:151 , date: 2020-01-01 06:13:30; filename: kangavar_20191215.csv; 

Undefined offset: 1 : line:137 , date: 2020-01-01 06:14:38; filename: karaj_2019121.csv; 

Undefined offset: 1 : line:151 , date: 2020-01-01 06:15:50; filename: karaj_2019122.csv; 

Undefined offset: 1 : line:137 , date: 2020-01-01 06:17:02; filename: karaj_2019123.csv; 

Undefined offset: 1 : line:137 , date: 2020-01-01 06:18:08; filename: karaj_2019124.csv; 

Undefined offset: 1 : line:151 , date: 2020-01-01 06:18:08; filename: kashan_20191214.csv; 

Undefined offset: 1 : line:151 , date: 2020-01-01 06:18:08; filename: kelachay_20191215.csv; 

Undefined offset: 1 : line:151 , date: 2020-01-01 06:18:08; filename: kerman_20191214.csv; 

Undefined offset: 1 : line:151 , date: 2020-01-01 06:18:08; filename: kermanshah_2019128.csv; 

Undefined offset: 1 : line:151 , date: 2020-01-01 06:18:08; filename: kish_20191215.csv; 

